Sentence,Label
the gospel better wake up and realize that the good lord aint stop creating pussy when he built yours shawty,1
 yeahbut your the one who wanted followersyou gotta work it bitch,1
 all these girls saying nobody can put em up with em dont no nigga want a bitch as a girlfriend fix that shit,1
dem niccas run plays too quick,1
when ah rich nigga want ur bitch its nothing u can do but hope she think about u on dem shopping sprees,1
yo bitch go wild more miles on her pussy then my car do,1
 lol autocorrect is a bitch but voice recognition is much faster than typing,1
congratulations your just like every other stuck up materialistic american bitch ,1
eating pussy on top of my shoulders,1
 holy fucking shit why is a game against a third string qb redskins team so gut wrenching,1
i knw these bitch niggas frm way back if u was ah pussy in  u ah pussy now,1
 we loved hearing laura speak in duluth she is truly a strong supporter of our beloved presidentwe need to flip mn red,0
 i wish my parents bought me a car man people bitch about not getting what car they want when they want it and its free,1
that bitch hollerin abt fuck me nahh fuck dat bitch,1
 oh ill make you some brownies alright,0
niggas hate me cuz they know im a threat to them they bitches,1
 im tired bitch ,1
the beauty of not needing or wanting a man is priceless idk see how bitches be strung the fuck out over men they have joint custody with,1
 i realized its the one on links awakening too so you killed two birds with one stone unless youre getting the wind fish too,0
 stop being scared to choke her during sex u bitch ass niggas shell like it says the guy who hits women out of bed foh,1
 fuck u bitch,1
 he didnt just lose his talent he battled demons amp played on an embarrassment of a franchise he is now in an ideal situation i believe he is still an elite wr but i guess only time will tell,0
 nigga cant even feel up on a bitch in a pic without the girl u fuckin getting mad smh,1
 twitter is suspending the shit out of is multiple iterations of new regional accounts opening today and suspended within ho,1
we crippin nigga ,1
flaw bitches flaw bitches everywhere,1
 some these bitches got birkins and dont even have cars on the island let alone furniture,1
 what the fuck,1
 i let these bitches talk thats just free promotion ,1
 like snoop said in  we dont love these hoes ,1
 gay fags,1
a ghetto girls best bet is to find work at a call center and try to climb that corporate latter,1
they do the pussy good,1
me gusta pollo so español that lol ,0
 lakers really trash,1
 one loyal girlfriend is worth more than a hundred hoes,1
 nun fucking bitches getting money,1
aint this a bitch clock mistake in alabamaarkansas via champ drive ,1
 this jerry lewis ripoff needs to just go away already the guy is so good at acting like a fool because he is a fool,0
 in every girls life theres a moment when she realises that her mother just might be more messed up than she is gossip girl,0
jump out nd floor window cuz im over my side bitch crib and my girl beatin on the door josh shaw,1
bad bitch ,1
 good bitch ,1
early worm gets the bird bslfe goodmorning ,1
 imma bitch i know leave me alone,1
 stfu nigguh ive been reading the manga for the longest and you know that,1
 what i wish i can do every time i day playing flappy birds foreall,0
 i hate a copy cat ass bitch monkey see monkey do ass bitch ,1
cant get over how many hoes i flexed on last night ,1
what america teaches people if you bitch about something enough youll get what you want,1
 we hate the yankees though right i feel like im really good at hating them,1
 thats ghetto for super duper its the current generations best complement,0
 i hate when bitches be like deeper deeper bitch what u thought i had some spare dick in my back pocket i was saving,1
 that hoe over there,1
 mannn mexicans in houston love their high school freshman hoes,1
 lets go see the wolverine hoe,1
aint nuttin but a white trash party,1
 my bitch stfu game strong asf ,1
this bitch is crying ,1
 he didnt say that when he raped his daughters friend  years old and not too long after she committed suicide,0
freaky bitch eat the dick while im playing madden,1
i got a main bitch i got new hoe love my ak but i got my ,1
 im off whenever i feel like it im off til monday and you put in your two weeks flip them the bird mannn,0
the fucking royals bitch work,1
 pussy,1
 yes why protest about sexism then go right home and beg for a guy to beat your pussy up im lost at times,1
 this bitch jus blew my high and i was off all of these drugssss,1
a nice kick to the nuts will always work i find it a dirty move to kick another man in the knackers but after all a black does nt equate to the same standard,1
 well at least if youre going to do somthing you do it and dont bitch out even when its the wrong thing ,1
maple room bitch sacto style,1
yall can say imma make it way farther than youall you want but aye im gonna have fun bitch so suck a diiiccckkk,1
 this is what happens when niggas gas up ugly bitches ,1
 this nigga kanye looking at his ice cream like hoe ass ice cream you aint as cold as kanye ,1
music sounds a million times better in my car i love having a sub and new speakers its like a mini rave in this bitch bumpin,1
 alot of good girls made a twitter became a hoe for the attention they dont receive from their fathers,1
like a bitch pic is flirting nowadays,1
 amen little mama y does this old southern country bitch like you so much i dont know but i do,1
 stop being bitchy bitch,1
 if you suppose to be a man dont be a bitch,1
this niggah is a fool,1
or she just cant afford winter clothes summer hoe winter muslimah,0
 learn how to type ya hillbilly,1
 yeah wtf you arent a pussy,1
i rarely drink so drunk bitches irritate me,1
i dont know what you been told but i love them project hoes,0
 you want a hot body you want a bugatti you better be born into wealth bitch,1
idc about none of these bitches ,1
 sharing is not caring back tf up bitch,1
 of course the day i nip out with shit hair wearing my scruffybut favourite stolen hoodie is the best time to bump into,1
niggas aint loyal gott bitches stiffer than you,1
 bae means before anything else i always thought it was a ghetto word for babe,1
them quiet girls be hoes to watch out,1
 ive always wanted to do a youtube cover but im too pussy so umm okay how about this _  s and i will post a cover,1
 jimmy and s twoman doowop performance just went live on youtube fallontonight htt,0
 im in this bitch on some insomnia shit been in bed since midnight,1
i like how niggas try an come at me and im like do it then bitch and they dont do shit pussies,1
a white lighter is bad luck not yellow ur stupid,0
n then the hoe sooooo ugly like bitch you ugly dog like dumb stupid ass ugly like ,1
 poor poor parker has nothingwithout aaryn  bitch about no  would even know he was around a looser,1
